@Relation spamBois

@ATTRIBUTE lineCount NUMERIC
@ATTRIBUTE maxRepeatedWordCount NUMERIC
@ATTRIBUTE maxRepeatedCapitalWordCount NUMERIC
@ATTRIBUTE capitalCharTotal NUMERIC
@ATTRIBUTE capitalRunTotal NUMERIC
@ATTRIBUTE minCapitalRun NUMERIC
@ATTRIBUTE maxCapitalRun NUMERIC
@ATTRIBUTE averageWordLengh NUMERIC
@ATTRIBUTE minWordLength NUMERIC
@ATTRIBUTE maxWordLength NUMERIC
@ATTRIBUTE numberCount NUMERIC
@ATTRIBUTE alphaCount NUMERIC
@ATTRIBUTE alphaNumCount NUMERIC
@ATTRIBUTE alphaWordCount NUMERIC
@ATTRIBUTE charSeq1 NUMERIC
@ATTRIBUTE charSeq2 NUMERIC
@ATTRIBUTE charSeq3 NUMERIC
@ATTRIBUTE charSeq4 NUMERIC
@ATTRIBUTE charSeq5 NUMERIC
@ATTRIBUTE charSeq6 NUMERIC
@ATTRIBUTE charSeq7 NUMERIC
@ATTRIBUTE charSeq8 NUMERIC
@ATTRIBUTE charSeq9 NUMERIC
@ATTRIBUTE whiteSpaceCount NUMERIC
@ATTRIBUTE spam {T,F}


@DATA
25.0,3.0,1.0,5.675368898978433E-4,0.0034965034965034965,1.0,1.0,4.835664335664336,1.0,15.0,0.04895104895104895,0.7769580022701476,0.7849035187287173,0.951048951048951,4.786713286713287,2.1433566433566433,1.2692307692307692,0.7832167832167832,0.506993006993007,0.35664335664335667,0.25874125874125875,0.16433566433566432,0.12237762237762238,0.188422247446084,F
24.0,2.0,1.0,9.285051067780873E-4,0.005917159763313609,1.0,1.0,4.053254437869822,1.0,10.0,0.4970414201183432,0.5580315691736305,0.6360259981429898,0.7337278106508875,3.5562130177514795,1.5029585798816567,0.9408284023668639,0.5384615384615384,0.3609467455621302,0.21301775147928995,0.17751479289940827,0.11242603550295859,0.08284023668639054,0.25998142989786444,F
18.0,1.0,1.0,0.001336898395721925,0.008620689655172414,1.0,1.0,3.6810344827586206,1.0,10.0,0.6982758620689655,0.4625668449197861,0.570855614973262,0.6551724137931034,2.9827586206896552,1.2327586206896552,0.7586206896551724,0.4051724137931034,0.3103448275862069,0.16379310344827586,0.13793103448275862,0.05172413793103448,0.034482758620689655,0.2914438502673797,F
11.0,3.0,1.0,0.001589825119236884,0.00909090909090909,1.0,1.0,4.181818181818182,1.0,9.0,0.16363636363636364,0.7027027027027027,0.7313195548489666,0.8545454545454545,4.0181818181818185,1.7727272727272727,1.0454545454545454,0.6181818181818182,0.4,0.3,0.18181818181818182,0.08181818181818182,0.045454545454545456,0.22098569157392686,F
7.0,4.0,1.0,0.003115264797507788,0.01639344262295082,1.0,1.0,3.9508196721311477,1.0,11.0,0.4098360655737705,0.6728971962616822,0.7507788161993769,0.8688524590163934,3.540983606557377,1.6065573770491803,0.819672131147541,0.5245901639344263,0.3114754098360656,0.19672131147540983,0.11475409836065574,0.06557377049180328,0.01639344262295082,0.21806853582554517,F
20.0,3.0,1.0,0.0011587485515643105,0.007042253521126761,1.0,1.0,3.8028169014084505,1.0,11.0,0.3732394366197183,0.5643105446118193,0.6257242178447276,0.8309859154929577,3.4295774647887325,1.5070422535211268,0.8661971830985915,0.4788732394366197,0.3028169014084507,0.19014084507042253,0.07746478873239436,0.04225352112676056,0.02112676056338028,0.2688296639629201,F
12.0,3.0,1.0,0.0019193857965451055,0.011235955056179775,1.0,1.0,3.9213483146067416,1.0,9.0,2.258426966292135,0.2840690978886756,0.6698656429942419,0.29213483146067415,1.6629213483146068,0.7303370786516854,0.4606741573033708,0.29213483146067415,0.24719101123595505,0.14606741573033707,0.056179775280898875,0.02247191011235955,0.02247191011235955,0.2495201535508637,F
16.0,3.0,1.0,0.0015128593040847202,0.00847457627118644,1.0,1.0,3.983050847457627,1.0,13.0,0.211864406779661,0.6732223903177005,0.7110438729198184,0.8305084745762712,3.7711864406779663,1.6355932203389831,1.0,0.5338983050847458,0.3220338983050847,0.2627118644067797,0.17796610169491525,0.09322033898305085,0.0423728813559322,0.2329803328290469,F
22.0,5.0,1.0,9.727626459143969E-4,0.006993006993006993,1.0,1.0,3.958041958041958,1.0,9.0,0.46853146853146854,0.48540856031128404,0.5505836575875487,0.7832167832167832,3.4895104895104896,1.5244755244755244,0.8881118881118881,0.5384615384615384,0.38461538461538464,0.20279720279720279,0.11188811188811189,0.06293706293706294,0.02097902097902098,0.29377431906614787,F
5.0,2.0,1.0,0.003355704697986577,0.018867924528301886,1.0,1.0,4.150943396226415,1.0,12.0,0.4528301886792453,0.6577181208053692,0.738255033557047,0.7735849056603774,3.69811320754717,1.6226415094339623,0.9433962264150944,0.6226415094339622,0.37735849056603776,0.20754716981132076,0.1320754716981132,0.11320754716981132,0.07547169811320754,0.2181208053691275,F
4.0,3.0,1.0,0.005050505050505051,0.02631578947368421,1.0,1.0,3.6052631578947367,1.0,8.0,0.9736842105263158,0.5050505050505051,0.6919191919191919,0.6578947368421053,2.6315789473684212,1.1578947368421053,0.6578947368421053,0.3684210526315789,0.23684210526315788,0.13157894736842105,0.05263157894736842,0.02631578947368421,0.0,0.2474747474747475,F
26.0,4.0,1.0,7.980845969672786E-4,0.0045662100456621,1.0,1.0,4.187214611872146,1.0,12.0,0.6712328767123288,0.6145251396648045,0.7318435754189944,0.684931506849315,3.5159817351598175,1.5844748858447488,0.9269406392694064,0.5981735159817352,0.3926940639269406,0.273972602739726,0.1643835616438356,0.1095890410958904,0.091324200913242,0.22106943335993615,F
12.0,5.0,1.0,0.0021141649048625794,0.016129032258064516,1.0,1.0,4.32258064516129,2.0,11.0,0.3548387096774194,0.5200845665961945,0.5665961945031712,0.8225806451612904,3.967741935483871,1.7419354838709677,0.9838709677419355,0.6129032258064516,0.43548387096774194,0.25806451612903225,0.25806451612903225,0.12903225806451613,0.08064516129032258,0.28118393234672306,F
33.0,3.0,1.0,5.847953216374269E-4,0.0035714285714285713,1.0,1.0,4.325,1.0,13.0,0.11785714285714285,0.6888888888888889,0.708187134502924,0.9,4.207142857142857,1.875,1.0714285714285714,0.6821428571428572,0.4035714285714286,0.26785714285714285,0.18928571428571428,0.12857142857142856,0.09642857142857143,0.22748538011695907,F
38.0,3.0,1.0,4.655493482309125E-4,0.002770083102493075,1.0,1.0,3.850415512465374,1.0,10.0,0.0997229916897507,0.6303538175046555,0.6471135940409684,0.8919667590027701,3.7506925207756234,1.5955678670360112,0.9750692520775623,0.49584487534626037,0.3157894736842105,0.20498614958448755,0.12188365650969529,0.05817174515235457,0.027700831024930747,0.2602420856610801,F
13.0,3.0,1.0,0.0018181818181818182,0.010416666666666666,1.0,1.0,4.322916666666667,1.0,9.0,0.5,0.6672727272727272,0.7545454545454545,0.8125,3.8229166666666665,1.6875,0.9895833333333334,0.5833333333333334,0.3645833333333333,0.2916666666666667,0.21875,0.10416666666666667,0.041666666666666664,0.20909090909090908,F
83.0,3.0,1.0,2.3719165085388995E-4,0.0014184397163120568,1.0,1.0,3.9886524822695035,1.0,14.0,0.2581560283687943,0.6238140417457305,0.6669829222011385,0.8354609929078014,3.730496453900709,1.646808510638298,0.9716312056737588,0.5418439716312057,0.3347517730496454,0.25390070921985813,0.15177304964539007,0.10354609929078014,0.03971631205673759,0.25,F
37.0,3.0,1.0,8.539709649871904E-4,0.004975124378109453,1.0,1.0,4.1940298507462686,1.0,11.0,0.5124378109452736,0.6319385140905209,0.7198975234842016,0.7810945273631841,3.681592039800995,1.626865671641791,0.9353233830845771,0.5920398009950248,0.3582089552238806,0.23880597014925373,0.16417910447761194,0.1044776119402985,0.06467661691542288,0.22544833475661827,F
24.0,3.0,1.0,0.0011723329425556857,0.006993006993006993,1.0,1.0,4.384615384615385,1.0,11.0,0.5454545454545454,0.6436107854630715,0.735052754982415,0.7902097902097902,3.839160839160839,1.6993006993006994,0.986013986013986,0.6363636363636364,0.3706293706293706,0.2517482517482518,0.1888111888111888,0.1258741258741259,0.07692307692307693,0.21570926143024619,F
10.0,3.0,1.0,0.0021598272138228943,0.013333333333333334,1.0,1.0,4.626666666666667,1.0,10.0,0.36,0.6911447084233261,0.7494600431965442,0.84,4.266666666666667,1.88,1.1466666666666667,0.7066666666666667,0.4533333333333333,0.32,0.25333333333333335,0.17333333333333334,0.09333333333333334,0.20518358531317496,F
24.0,3.0,1.0,8.46740050804403E-4,0.005376344086021506,1.0,1.0,4.376344086021505,1.0,11.0,0.16129032258064516,0.663844199830652,0.6892464013547841,0.8870967741935484,4.21505376344086,1.89247311827957,1.118279569892473,0.6827956989247311,0.4032258064516129,0.3010752688172043,0.1881720430107527,0.12365591397849462,0.053763440860215055,0.23370025402201525,F
12.0,5.0,1.0,0.0018726591760299626,0.013333333333333334,1.0,1.0,4.08,1.0,9.0,0.3466666666666667,0.5243445692883895,0.5730337078651685,0.8133333333333334,3.7333333333333334,1.6133333333333333,0.9466666666666667,0.56,0.37333333333333335,0.24,0.2,0.08,0.02666666666666667,0.28277153558052437,F
9.0,3.0,1.0,0.002386634844868735,0.013888888888888888,1.0,1.0,4.694444444444445,1.0,13.0,0.1111111111111111,0.7875894988066826,0.8066825775656324,0.9583333333333334,4.583333333333333,2.0972222222222223,1.2361111111111112,0.6944444444444444,0.4722222222222222,0.4166666666666667,0.20833333333333334,0.1111111111111111,0.06944444444444445,0.18138424821002386,F
15.0,1.0,1.0,0.001303780964797914,0.007518796992481203,1.0,1.0,3.481203007518797,1.0,9.0,0.2781954887218045,0.5554106910039114,0.6036505867014341,0.7819548872180451,3.2030075187969924,1.3984962406015038,0.7593984962406015,0.42857142857142855,0.2556390977443609,0.18796992481203006,0.10526315789473684,0.05263157894736842,0.015037593984962405,0.2842242503259452,F
7.0,1.0,1.0,0.0024937655860349127,0.012987012987012988,1.0,1.0,3.831168831168831,1.0,12.0,0.15584415584415584,0.7057356608478803,0.7356608478802993,0.8181818181818182,3.675324675324675,1.5844155844155845,0.8831168831168831,0.5714285714285714,0.3246753246753247,0.19480519480519481,0.1038961038961039,0.05194805194805195,0.025974025974025976,0.22693266832917705,F
40.0,3.0,1.0,6.165228113440197E-4,0.0038461538461538464,1.0,1.0,3.8192307692307694,1.0,10.0,0.3923076923076923,0.5493218249075216,0.6122071516646116,0.8192307692307692,3.4269230769230767,1.5269230769230768,0.8884615384615384,0.47307692307692306,0.28076923076923077,0.22692307692307692,0.11538461538461539,0.06538461538461539,0.019230769230769232,0.27373612823674476,F
14.0,2.0,1.0,0.0011198208286674132,0.005780346820809248,1.0,1.0,3.508670520231214,1.0,9.0,0.4913294797687861,0.5845464725643897,0.6797312430011199,0.7398843930635838,3.0173410404624277,1.3179190751445087,0.7630057803468208,0.4393063583815029,0.2138728323699422,0.13872832369942195,0.07514450867052024,0.057803468208092484,0.005780346820809248,0.2564389697648376,F
9.0,2.0,1.0,0.0022271714922048997,0.0125,1.0,1.0,4.1,1.0,12.0,0.8125,0.5857461024498887,0.7305122494432071,0.6125,3.2875,1.4,0.9375,0.525,0.375,0.25,0.2125,0.1125,0.0875,0.22271714922049,F
42.0,3.0,1.0,5.243838489774515E-4,0.003205128205128205,1.0,1.0,3.9423076923076925,1.0,13.0,0.21153846153846154,0.6103828002097536,0.6449921342422653,0.8782051282051282,3.730769230769231,1.6442307692307692,0.9487179487179487,0.5512820512820513,0.3173076923076923,0.1955128205128205,0.1346153846153846,0.07692307692307693,0.057692307692307696,0.25904562139486104,F
23.0,3.0,1.0,8.576329331046312E-4,0.0051813471502590676,1.0,1.0,4.0310880829015545,1.0,11.0,0.15025906735751296,0.6423670668953688,0.6672384219554031,0.8911917098445595,3.8808290155440415,1.7150259067357514,0.9430051813471503,0.5906735751295337,0.34196891191709844,0.21761658031088082,0.16580310880829016,0.07772020725388601,0.025906735751295335,0.24871355060034306,F
34.0,3.0,1.0,7.358351729212656E-4,0.004098360655737705,1.0,1.0,3.9918032786885247,1.0,13.0,1.3401639344262295,0.4760853568800589,0.7167034584253127,0.5491803278688525,2.651639344262295,1.1844262295081966,0.6762295081967213,0.4344262295081967,0.26229508196721313,0.19672131147540983,0.1557377049180328,0.05327868852459016,0.00819672131147541,0.23105224429727741,F
9.0,3.0,1.0,0.0024154589371980675,0.016129032258064516,1.0,1.0,5.306451612903226,1.0,12.0,0.03225806451612903,0.7898550724637681,0.7946859903381642,0.967741935483871,5.274193548387097,2.3548387096774195,1.467741935483871,0.8709677419354839,0.5483870967741935,0.46774193548387094,0.3870967741935484,0.20967741935483872,0.11290322580645161,0.17632850241545894,F
18.0,1.0,1.0,0.0010718113612004287,0.005847953216374269,1.0,1.0,4.076023391812866,1.0,12.0,0.26900584795321636,0.6977491961414791,0.7470525187566989,0.8128654970760234,3.807017543859649,1.695906432748538,0.9473684210526315,0.6023391812865497,0.3567251461988304,0.24561403508771928,0.17543859649122806,0.1111111111111111,0.07602339181286549,0.21757770632368703,F
89.0,3.0,1.0,2.0529665366454526E-4,0.0011890606420927466,1.0,1.0,4.077288941736029,1.0,13.0,0.15338882282996433,0.6774789570929994,0.7039622254157257,0.8810939357907254,3.9239001189060643,1.7360285374554103,1.0023781212841856,0.6087990487514863,0.35434007134363854,0.2259215219976219,0.14863258026159334,0.09274673008323424,0.06064209274673008,0.23424348183124616,F
10.0,2.0,1.0,0.002136752136752137,0.015384615384615385,1.0,1.0,3.6923076923076925,1.0,13.0,0.49230769230769234,0.4444444444444444,0.5128205128205128,0.7384615384615385,3.2,1.4,0.7692307692307693,0.47692307692307695,0.26153846153846155,0.18461538461538463,0.16923076923076924,0.06153846153846154,0.046153846153846156,0.31196581196581197,F
11.0,2.0,1.0,0.001876172607879925,0.013157894736842105,1.0,1.0,3.5789473684210527,1.0,13.0,0.2894736842105263,0.46904315196998125,0.5103189493433395,0.8157894736842105,3.289473684210526,1.4342105263157894,0.7763157894736842,0.4473684210526316,0.27631578947368424,0.17105263157894737,0.10526315789473684,0.05263157894736842,0.039473684210526314,0.3151969981238274,F
15.0,3.0,1.0,0.001697792869269949,0.011904761904761904,1.0,1.0,3.9523809523809526,1.0,10.0,0.9404761904761905,0.4295415959252971,0.5636672325976231,0.6309523809523809,3.011904761904762,1.3452380952380953,0.7976190476190477,0.47619047619047616,0.30952380952380953,0.21428571428571427,0.15476190476190477,0.09523809523809523,0.05952380952380952,0.28862478777589134,F
4.0,3.0,1.0,0.007575757575757576,0.045454545454545456,1.0,1.0,4.318181818181818,1.0,10.0,1.0454545454545454,0.5454545454545454,0.7196969696969697,0.6363636363636364,3.272727272727273,1.5,0.9090909090909091,0.5454545454545454,0.36363636363636365,0.2727272727272727,0.18181818181818182,0.13636363636363635,0.09090909090909091,0.2196969696969697,F
35.0,4.0,1.0,7.651109410864575E-4,0.0048543689320388345,1.0,1.0,4.330097087378641,1.0,12.0,0.4223300970873786,0.6159143075745983,0.6824789594491201,0.8203883495145631,3.907766990291262,1.7524271844660195,1.0048543689320388,0.6650485436893204,0.41262135922330095,0.25728155339805825,0.16019417475728157,0.0970873786407767,0.043689320388349516,0.23718439173680184,F
9.0,3.0,1.0,0.002583979328165375,0.01818181818181818,1.0,1.0,3.727272727272727,1.0,9.0,0.36363636363636365,0.4780361757105943,0.5297157622739018,0.7636363636363637,3.3636363636363638,1.4,0.8727272727272727,0.43636363636363634,0.2909090909090909,0.2,0.18181818181818182,0.05454545454545454,0.01818181818181818,0.3049095607235142,F
18.0,3.0,1.0,0.0011185682326621924,0.006493506493506494,1.0,1.0,4.435064935064935,1.0,13.0,0.23376623376623376,0.7237136465324385,0.7639821029082774,0.9025974025974026,4.201298701298701,1.87012987012987,1.0909090909090908,0.6818181818181818,0.44805194805194803,0.2597402597402597,0.13636363636363635,0.07792207792207792,0.05844155844155844,0.203579418344519,F
3.0,4.0,1.0,0.009615384615384616,0.0625,1.0,1.0,4.5625,2.0,11.0,0.75,0.5865384615384616,0.7019230769230769,0.75,3.8125,1.6875,1.0625,0.625,0.3125,0.25,0.25,0.1875,0.0625,0.22115384615384615,F
32.0,3.0,1.0,5.446623093681918E-4,0.003861003861003861,1.0,1.0,4.77992277992278,1.0,12.0,0.305019305019305,0.6312636165577342,0.6742919389978214,0.8687258687258688,4.474903474903475,1.9806949806949807,1.2162162162162162,0.7258687258687259,0.4942084942084942,0.3474903474903475,0.2548262548262548,0.16216216216216217,0.09266409266409266,0.23311546840958605,F
42.0,3.0,1.0,4.4662795891022776E-4,0.002512562814070352,1.0,1.0,4.135678391959799,1.0,12.0,0.4271356783919598,0.6592228673514962,0.7351496203662349,0.7713567839195979,3.708542713567839,1.6557788944723617,0.9522613065326633,0.6055276381909548,0.37185929648241206,0.25879396984924624,0.17839195979899497,0.14824120603015076,0.09045226130653267,0.22108083966056274,F
5.0,2.0,1.0,0.004524886877828055,0.024390243902439025,1.0,1.0,3.975609756097561,1.0,10.0,0.0,0.7375565610859729,0.7375565610859729,0.926829268292683,3.975609756097561,1.8048780487804879,0.9512195121951219,0.6585365853658537,0.2926829268292683,0.1951219512195122,0.14634146341463414,0.04878048780487805,0.04878048780487805,0.22171945701357465,F
2.0,7.0,1.0,0.011627906976744186,0.1,1.0,1.0,6.5,3.0,10.0,0.4,0.7093023255813954,0.7558139534883721,0.9,6.1,2.7,1.8,0.9,0.9,0.7,0.7,0.2,0.2,0.1744186046511628,F
9.0,3.0,1.0,0.0026109660574412533,0.020833333333333332,1.0,1.0,3.7916666666666665,1.0,13.0,0.4583333333333333,0.4177545691906005,0.4751958224543081,0.75,3.3333333333333335,1.4583333333333333,0.875,0.4791666666666667,0.2916666666666667,0.22916666666666666,0.14583333333333334,0.0625,0.041666666666666664,0.3237597911227154,F
7.0,2.0,1.0,0.0025974025974025974,0.0136986301369863,1.0,1.0,3.904109589041096,1.0,11.0,0.2876712328767123,0.6857142857142857,0.7402597402597403,0.821917808219178,3.6164383561643834,1.5890410958904109,0.863013698630137,0.547945205479452,0.3424657534246575,0.1917808219178082,0.1506849315068493,0.0958904109589041,0.0547945205479452,0.22337662337662337,F
9.0,2.0,1.0,0.001834862385321101,0.009615384615384616,1.0,1.0,3.9038461538461537,1.0,11.0,0.2403846153846154,0.6990825688073394,0.744954128440367,0.8557692307692307,3.6634615384615383,1.6057692307692308,0.8653846153846154,0.5576923076923077,0.3269230769230769,0.17307692307692307,0.14423076923076922,0.08653846153846154,0.038461538461538464,0.22201834862385322,F
11.0,4.0,1.0,0.0027397260273972603,0.015151515151515152,1.0,1.0,3.8181818181818183,1.0,11.0,0.5,0.6,0.6904109589041096,0.7272727272727273,3.3181818181818183,1.4848484848484849,0.8787878787878788,0.5151515151515151,0.2878787878787879,0.22727272727272727,0.12121212121212122,0.06060606060606061,0.045454545454545456,0.24383561643835616,F
4.0,5.0,1.0,0.00546448087431694,0.03225806451612903,1.0,1.0,4.548387096774194,2.0,7.0,0.12903225806451613,0.7486338797814208,0.7704918032786885,0.967741935483871,4.419354838709677,1.967741935483871,1.1935483870967742,0.6451612903225806,0.4838709677419355,0.3548387096774194,0.16129032258064516,0.0,0.0,0.19672131147540983,F
5.0,3.0,1.0,0.0045662100456621,0.02857142857142857,1.0,1.0,4.828571428571428,1.0,11.0,0.0,0.771689497716895,0.771689497716895,0.9428571428571428,4.828571428571428,2.1142857142857143,1.2857142857142858,0.7428571428571429,0.5714285714285714,0.34285714285714286,0.2571428571428571,0.14285714285714285,0.14285714285714285,0.1917808219178082,F
10.0,5.0,1.0,0.0019880715705765406,0.01098901098901099,1.0,1.0,4.252747252747253,1.0,11.0,0.04395604395604396,0.7614314115308151,0.7693836978131213,0.9010989010989011,4.208791208791209,1.8461538461538463,1.065934065934066,0.6813186813186813,0.4175824175824176,0.24175824175824176,0.16483516483516483,0.0989010989010989,0.06593406593406594,0.2047713717693837,F
19.0,3.0,1.0,0.001148105625717566,0.007194244604316547,1.0,1.0,4.0503597122302155,1.0,13.0,0.2589928057553957,0.6050516647531573,0.6463834672789897,0.8489208633093526,3.79136690647482,1.683453237410072,1.0215827338129497,0.5179856115107914,0.34532374100719426,0.302158273381295,0.1366906474820144,0.07194244604316546,0.04316546762589928,0.25602755453501724,F
2.0,5.0,1.0,0.013888888888888888,0.08333333333333333,1.0,1.0,4.416666666666667,2.0,8.0,0.9166666666666666,0.5833333333333334,0.7361111111111112,0.6666666666666666,3.5,1.5,0.9166666666666666,0.5833333333333334,0.4166666666666667,0.25,0.25,0.08333333333333333,0.0,0.20833333333333334,F
3.0,3.0,1.0,0.009708737864077669,0.0625,1.0,1.0,4.5,2.0,10.0,0.75,0.5825242718446602,0.6990291262135923,0.75,3.75,1.6875,1.0625,0.625,0.3125,0.25,0.25,0.1875,0.0625,0.22330097087378642,F
13.0,7.0,1.0,0.002824858757062147,0.017241379310344827,1.0,1.0,3.9482758620689653,1.0,10.0,0.7241379310344828,0.5282485875706214,0.6468926553672316,0.7068965517241379,3.2241379310344827,1.4310344827586208,0.8103448275862069,0.5,0.3103448275862069,0.20689655172413793,0.15517241379310345,0.06896551724137931,0.034482758620689655,0.2570621468926554,F
2.0,1.0,1.0,0.014705882352941176,0.09090909090909091,1.0,1.0,4.545454545454546,1.0,8.0,0.0,0.7352941176470589,0.7352941176470589,0.9090909090909091,4.545454545454546,2.0,1.1818181818181819,0.7272727272727273,0.45454545454545453,0.36363636363636365,0.2727272727272727,0.09090909090909091,0.0,0.20588235294117646,F
10.0,2.0,1.0,0.0017513134851138354,0.009259259259259259,1.0,1.0,3.8518518518518516,1.0,10.0,0.16666666666666666,0.6970227670753065,0.7285464098073555,0.8796296296296297,3.685185185185185,1.6574074074074074,0.9351851851851852,0.5740740740740741,0.2777777777777778,0.19444444444444445,0.10185185185185185,0.05555555555555555,0.027777777777777776,0.22942206654991243,F
50.0,3.0,1.0,5.878894767783657E-4,0.003875968992248062,1.0,1.0,4.658914728682171,1.0,13.0,0.8992248062015504,0.5702527924750147,0.7066431510875956,0.7674418604651163,3.75968992248062,1.6705426356589148,0.9961240310077519,0.6085271317829457,0.40310077519379844,0.2751937984496124,0.1744186046511628,0.10852713178294573,0.05426356589147287,0.2222222222222222,F
72.0,3.0,1.0,3.4258307639602604E-4,0.002242152466367713,1.0,1.0,4.5291479820627805,1.0,13.0,0.6636771300448431,0.5906132237067488,0.6920178143199726,0.8094170403587444,3.8654708520179373,1.7174887892376682,1.0246636771300448,0.6233183856502242,0.3811659192825112,0.26681614349775784,0.17937219730941703,0.10986547085201794,0.06053811659192825,0.2302158273381295,F
17.0,2.0,1.0,0.0012062726176115801,0.006535947712418301,1.0,1.0,3.810457516339869,1.0,10.0,0.20915032679738563,0.6646562123039808,0.7032569360675512,0.8627450980392157,3.6013071895424837,1.6013071895424837,0.9084967320261438,0.5424836601307189,0.3006535947712418,0.1895424836601307,0.08496732026143791,0.0457516339869281,0.0196078431372549,0.24004825090470447,F
6.0,5.0,1.0,0.00425531914893617,0.021739130434782608,1.0,1.0,3.6956521739130435,1.0,7.0,0.2608695652173913,0.6723404255319149,0.723404255319149,0.8913043478260869,3.4347826086956523,1.4782608695652173,0.8260869565217391,0.4782608695652174,0.30434782608695654,0.10869565217391304,0.021739130434782608,0.0,0.0,0.23404255319148937,F
